doc_id,pmid,sentence,text,umls_codes,umls_concept_name,possible_alternative_codes
1775,10581027,Most PLS patients display both periodontitis and hyperkeratosis.,PLS,['C0030360'],Papillon-Lefevre Disease,[]
1775,10581027,Most PLS patients display both periodontitis and hyperkeratosis.,periodontitis,['C0031099'],Periodontitis,[]
1775,10581027,Most PLS patients display both periodontitis and hyperkeratosis.,hyperkeratosis,['C0870082'],Hyperkeratosis,[]
1776,10581027,"Some patients have only palmoplantar keratosis or periodontitis, and in rare individuals the periodontitis is mild and of late onset.",palmoplantar keratosis,['C0022596'],Palmoplantar Keratosis,[]
1776,10581027,"Some patients have only palmoplantar keratosis or periodontitis, and in rare individuals the periodontitis is mild and of late onset.",periodontitis,['C0031099'],Periodontitis,[]
1776,10581027,"Some patients have only palmoplantar keratosis or periodontitis, and in rare individuals the periodontitis is mild and of late onset.",periodontitis,['C0031099'],Periodontitis,[]
1778,10581027,"Using homozygosity mapping in eight small consanguineous families, we have narrowed the candidate region to a 1.2-cM interval between D11S4082 and D11S931.",nan,[],nan,[]
1779,10581027,The gene (CTSC) encoding the lysosomal protease cathepsin C (or dipeptidyl aminopeptidase I) lies within this interval.,nan,[],nan,[]
1780,10589394,Van der Woude syndrome (VWS) is an autosomal dominant craniofacial disorder with high penetrance and variable expression.,VWS,['C0175697'],Van der Woude syndrome,[]
1780,10589394,Van der Woude syndrome (VWS) is an autosomal dominant craniofacial disorder with high penetrance and variable expression.,Van der Woude syndrome,['C0175697'],Van der Woude syndrome,[]
1780,10589394,Van der Woude syndrome (VWS) is an autosomal dominant craniofacial disorder with high penetrance and variable expression.,craniofacial disorder,[],nan,[]
1782,10589394,We observed a striking pattern of STR allele sharing at several closely linked loci among our four Caucasian VWS families recruited at three different locations in the US.,VWS,['C0175697'],Van der Woude syndrome,[]
1783,10589394,These results suggest the possibility of a unique origin for a mutation responsible for many or most cases of VWS..,VWS,['C0175697'],Van der Woude syndrome,[]
1784,10589394,"Its clinical features are variably expressed, but include cleft lip and/or cleft palate, lip pits and hypodontia.",cleft lip and/or cleft palate,['C0158646'],Cleft palate with cleft lip,[]
1784,10589394,"Its clinical features are variably expressed, but include cleft lip and/or cleft palate, lip pits and hypodontia.",cleft lip,['C0008924'],Cleft Lip,[]
1784,10589394,"Its clinical features are variably expressed, but include cleft lip and/or cleft palate, lip pits and hypodontia.",cleft palate,['C0008925'],Cleft Palate,[]
1784,10589394,"Its clinical features are variably expressed, but include cleft lip and/or cleft palate, lip pits and hypodontia.",lip pits,['C0341059'],Lip pits,[]
1784,10589394,"Its clinical features are variably expressed, but include cleft lip and/or cleft palate, lip pits and hypodontia.",hypodontia,['C0020608'],Hypodontia,[]
1785,10589394,"All VWS families studied to date map the disease gene to a < 2 cM region of chromosome 1q32, with no evidence of locus heterogeneity.",VWS,['C0175697'],Van der Woude syndrome,[]
1787,10589394,We analyzed four multiplex VWS families.,VWS,['C0175697'],Van der Woude syndrome,[]
1789,10589394,We performed two-point and multipoint limit of detection (LOD) score analyses using a high penetrance autosomal dominant model.,nan,[],nan,[]
1790,10589394,All families showed positive LOD scores without any recombination in the candidate region.,nan,[],nan,[]
1791,10589394,The largest two-point LOD score was 5.87.,nan,[],nan,[]
1792,10590055,"A new platelet-specific alloantigen, termed Sit(a), was identified in a severe case of neonatal alloimmune thrombocytopenia.",neonatal alloimmune thrombocytopenia,['C0473780'],Neonatal alloimmune thrombocytopenia,[]
1793,10590055,"In contrast, anti-Br(a) (HPA-5b) only recognized the Lys 505 Thr(799) form, whereas anti-Br(b) (HPA-5a) reacted with both Glu 505 Thr(799) and Glu 505 Met(799) isoforms.",nan,[],nan,[]
1794,10590055,"These results demonstrated that the Met(799) is responsible for formation of the Sit(a) alloantigenic determinants, whereas amino acid 505 (Lys or Glu) specifically controls the expression of Br(a) and Br(b) epitopes, respectively.",nan,[],nan,[]
1795,10590055,"Platelet aggregation responses of Sit(a) (+) individuals were diminished in response to collagen, indicating that the Thr(799)Met mutation affects the function of the GPIa/IIa complex..",nan,[],nan,[]
1796,10590055,The Sit(a) alloantigen is of low frequency (1/400) in the German population.,nan,[],nan,[]
1797,10590055,Immunochemical studies demonstrated that the Sit(a) epitopes reside on platelet glycoprotein (GP) Ia.,nan,[],nan,[]
1798,10590055,"Nucleotide sequence analysis of GPIa cDNA derived from Sit(a)-positive platelets showed C 2531 -->T(2531) point mutation, resulting in Thr(799)Met dimorphism.",nan,[],nan,[]
1799,10590055,Analysis of genomic DNA from 22 Sit(a)-negative normal individuals showed that the Thr(799) is encoded by ACG(2532) (90.9%) or ACA(2532) 9.1%.,nan,[],nan,[]
1800,10590055,"To establish a DNA typing technique, we elucidated the organization of the GPIa gene adjacent to the polymorphic bases.",nan,[],nan,[]
1801,10590055,The introns (421 bp and 1.2 kb) encompass a 142-bp exon with the 2 polymorphic bases 2531 and 2532.,nan,[],nan,[]
1802,10590055,Polymerase chain reaction-restriction fragment length polymorphism analysis on DNA derived from 100 donors using the restriction enzyme Mae III showed that the Met(799) form of GPIa is restricted to Sit(a) (+) phenotype.,nan,[],nan,[]
1803,10590055,"Analysis of stable Chinese hamster ovary transfectants expressing allele-specific recombinant forms of GPIa showed that anti-Sit(a) exclusively reacted with the Glu 505 Met(799), but not with the Glu 505 Thr(799) and the Lys 505 Thr(799) isoforms.",nan,[],nan,[]
1804,10593994,Papillon-Lefevre syndrome (PLS) is an autosomal recessive disorder characterised by palmoplantar hyperkeratosis and severe early onset periodontitis that results in the premature loss of the primary and secondary dentitions.,PLS,['C0030360'],Papillon-Lefevre Disease,[]
1804,10593994,Papillon-Lefevre syndrome (PLS) is an autosomal recessive disorder characterised by palmoplantar hyperkeratosis and severe early onset periodontitis that results in the premature loss of the primary and secondary dentitions.,Papillon-Lefevre syndrome,['C0030360'],Papillon-Lefevre Disease,[]
1804,10593994,Papillon-Lefevre syndrome (PLS) is an autosomal recessive disorder characterised by palmoplantar hyperkeratosis and severe early onset periodontitis that results in the premature loss of the primary and secondary dentitions.,palmoplantar hyperkeratosis,['C1857046'],Palmoplantar hyperkeratosis,[]
1804,10593994,Papillon-Lefevre syndrome (PLS) is an autosomal recessive disorder characterised by palmoplantar hyperkeratosis and severe early onset periodontitis that results in the premature loss of the primary and secondary dentitions.,periodontitis,['C0031099'],Periodontitis,[]
1804,10593994,Papillon-Lefevre syndrome (PLS) is an autosomal recessive disorder characterised by palmoplantar hyperkeratosis and severe early onset periodontitis that results in the premature loss of the primary and secondary dentitions.,premature loss of the primary and secondary dentitions,['C0232513'],Premature tooth loss,[]
1805,10593994,All PLS patients were homozygous for cathepsin C mutations inherited from a common ancestor.,PLS,['C0030360'],Papillon-Lefevre Disease,[]
1806,10593994,Parents and sibs heterozygous for cathepsin C mutations do not show either the palmoplantar hyperkeratosis or severe early onset periodontitis characteristic of PLS.,PLS,['C0030360'],Papillon-Lefevre Disease,[]
1806,10593994,Parents and sibs heterozygous for cathepsin C mutations do not show either the palmoplantar hyperkeratosis or severe early onset periodontitis characteristic of PLS.,palmoplantar hyperkeratosis,['C1857046'],Palmoplantar hyperkeratosis,[]
1806,10593994,Parents and sibs heterozygous for cathepsin C mutations do not show either the palmoplantar hyperkeratosis or severe early onset periodontitis characteristic of PLS.,periodontitis,['C0031099'],Periodontitis,[]
1807,10593994,A more complete understanding of the functional physiology of cathepsin C carries significant implications for understanding normal and abnormal skin development and periodontal disease susceptibility..,abnormal skin development,[],nan,[]
1807,10593994,A more complete understanding of the functional physiology of cathepsin C carries significant implications for understanding normal and abnormal skin development and periodontal disease susceptibility..,periodontal disease,['C0031090'],Periodontal Diseases,[]
1808,10593994,A major gene locus for PLS has been mapped to a 2.8 cM interval on chromosome 11q14.,PLS,['C0030360'],Papillon-Lefevre Disease,[]
1809,10593994,Correlation of physical and genetic maps of this interval indicate it includes at least 40 ESTs and six known genes including the lysosomal protease cathepsin C gene CTSC.,nan,[],nan,[]
1810,10593994,"The CTSC message is expressed at high levels in a variety of immune cells including polymorphonuclear leucocytes, macrophages, and their precursors.",nan,[],nan,[]
1811,10593994,"By RT-PCR, we found CTSC is also expressed in epithelial regions commonly affected by PLS, including the palms, soles, knees, and oral keratinised gingiva.",PLS,['C0030360'],Papillon-Lefevre Disease,[]
1812,10593994,The 4.7 kb CTSC gene consists of two exons.,nan,[],nan,[]
1813,10593994,Sequence analysis of CTSC from subjects affected with PLS from five consanguineous Turkish families identified four different mutations.,PLS,['C0030360'],Papillon-Lefevre Disease,[]
1814,10593994,An exon 1 nonsense mutation (856C-->T) introduces a premature stop codon at amino acid 286.,nan,[],nan,[]
1815,10593994,"Three exon 2 mutations were identified, including a single nucleotide deletion (2692delA) of codon 349 introducing a frameshift and premature termination codon, a 2 bp deletion (2673-2674delCT) that results in introduction of a stop codon at amino acid 343, and a G-->A substitution in codon 429 (2931G-->A) introducing a premature termination codon.",nan,[],nan,[]
1816,10594001,"Alkaptonuria (AKU), the prototypic inborn error of metabolism, has recently been shown to be caused by loss of function mutations in the homogentisate-1,2-dioxygenase gene HGO.",AKU,['C0002066'],Alkaptonuria,[]
1816,10594001,"Alkaptonuria (AKU), the prototypic inborn error of metabolism, has recently been shown to be caused by loss of function mutations in the homogentisate-1,2-dioxygenase gene HGO.",Alkaptonuria,['C0002066'],Alkaptonuria,[]
1816,10594001,"Alkaptonuria (AKU), the prototypic inborn error of metabolism, has recently been shown to be caused by loss of function mutations in the homogentisate-1,2-dioxygenase gene HGO.",inborn error of metabolism,['C0025521'],Inborn Errors of Metabolism,[]
1817,10594001,So far 17 mutations have been characterised in AKU patients of different ethnic origin.,AKU,['C0002066'],Alkaptonuria,[]
1818,10594001,"We describe three novel mutations (R58fs, R330S, and H371R) and one common AKU mutation (M368V), detected by mutational and polymorphism analysis of the HGO gene in five Finnish AKU pedigrees.",AKU,['C0002066'],Alkaptonuria,[]
1818,10594001,"We describe three novel mutations (R58fs, R330S, and H371R) and one common AKU mutation (M368V), detected by mutational and polymorphism analysis of the HGO gene in five Finnish AKU pedigrees.",AKU,['C0002066'],Alkaptonuria,[]
